P1E Nummer;P89 Nummer;P89 Alternativ;Material Kurztext;Material Status;Disponent
8000921110;6032901550;;Ankerplatte TW63/TW130;GE;SP1
1910207384;6032901950;;Dichtung für hinteres Flanschlager;GE;SP1
1910362891;6032901960;;Seilschutzbuegel 310x170x4;GE;SP2
1910207385;6032902150;;Bremsbelag W191;GE;SP1
1910209135;6032902510;;Huelse;GE;SP1
1910363666;6032902900;;Halteschraube M12x27;EU;SP5
1910362893;6032902950;;Dichtung;GE;SP2
1910207386;6032902960;;Seilschutzbuegel 345x170x4;GE;SP2
1910363503;6032903950;;Dichtung Gehäusedeckel seitlich SO2;AE;SP6
1910362895;6032903960;;Seilschutzbuegel 315x170x4;GE;SP2
1910363505;6032903980;;Scheibe D160x18 6x17/18;GE;SP2
1910363506;6032904950;;Gehäusedichtung für SO2;GE;SP1
1910207388;6032904980;;Scheibe D85x12 6x11;AE;SP6
1910207389;6032906520;;Scheibe D35x18x1,7;AE;SP6
1910368626;6032908520;;Distanzscheibe D170/d100;EU;SP5
1910207390;6032912980;;Scheibe D170x22 6x18;GE;SP1
1910207391;6032913980;;Seilschutztraeger W191;AE;SP6
1910364621;60330002718;;Dichtungssatz fuer W263 und W263B;GE;SP4
1910207392;6033000400;;ZB Bremsbacke SO30;EU;SP5
1910364231;60330004937;;ZB Umruestsatz fuer W263;GE;SP2
1910362896;6033006250;;ZB Lagerbuchse 100x115x120;AE;SP6
1910564001;6033007980;;ZB Stuetze W263C;AE;SP6
1910362897;6033008400;;ZB Bremsbacke W263C;GE;SP1
1910364356;6033011520;;ZB Bremskontrolle SA3;GE;SP1
1910368628;6033068430;6033068430_L;ZB Bremsscheibe W263C B5;AE;SP6
1910368629;6033099430;;ZB Treibscheibe W263B;GE;SP2
1910362899;6033204500;;Lagerbuchse W263B;AE;SP6
8001346170;6033456432;;Treibscheibenkranz W263C D740xb160 zxd;GE;SP2
8001346171;6033458432;;Treibscheibenkranz W263C D800xb160 zxd;GE;SP4
8001346172;6033467430;;Treibscheibenkranz W263C D700xb180 zxd;GE;SP2
1910363513;6033900950;;Dichtung Gehäusedeckel SO3;AE;SP6
1910363514;6033901950;;Dichtung fuer Flanschlager SO3;GE;SP1
8001332389;6033902960;;Seilschutzbuegel 335x200x5;EU;SP5
8001346173;6033903900;;Halteschraube M16x40 vz;AE;SP6
1910363516;6033903950;;Gehäusedichtung für Schneckengehäuse;AE;SP6
1910362900;6033903980;;Federring 250x2,5;GE;SP1
1910047421;6033904900;;Schraube AM16x80 mit Ansatz;GE;SP1
1910207393;6033906900;;Ankerschraube M20x90-10.9 Geomet 500;AE;SP6
1910363518;6033906950;;Gehaeusedichtung W263B;GE;SP1
1910363519;6033907950;;Dichtung 180x120x2;GE;SP1
8001346174;6033922980;;Seilschutztraeger W263C;AE;SP6
8001346210;60340009202;;Druckfeder 160x47x10/12 RAL9005;GE;SP2
8001346245;60340009203;;ZB Bremsueberwachung W332C Mikroschalter;GE;SP1
8001346178;6034002970;;ZB Zugstange W332C M16x330;EU;SP5
8001346149;6034003400;6034003400_L;ZB Bremsbacke W332C;GE;SP1
8001346179;6034011250;;ZB Lagerbuchse W332C 130x150x135;GE;SP3
8001346223;6034014430;P1E=EU Löschvermerk;ZB Schneckenrad W332C 46:2;EU;SP5
1910362903;6034016520;;ZB Bremskontrolle SA3 SET;GE;SP1
1910362904;6034017430;;ZB Bremsscheibe 420x150;GE;SP2
8001346122;6034093430;;ZB Treibscheibe W332C;GE;SP2
1910369386;6034094430;;Treibscheibenkranz W332/SO4 D740x190;GE;SP2
8001346181;6034105050;;Lagerdeckel W332C WS BS;EU;SP5
1910362905;6034111050;;Lagerdeckel W332;EU;SP5
8001346184;6034203500;;Lagerbuchse W332C 120x140x120;AE;SP6
8001346232;6034326300;;Schneckenwelle W332C 46:2;Z0;SP1
8001346187;6034336300;P1E=EU Löschvermerk;Schneckenradwelle W332C;EU;SP5
8001346188;6034337300;;Schneckenradwelle W332C SA4;AE;SP6
8001346191;6034451432;;Treibscheibenkranz W332C D640x180 zxd;GE;SP4
8001346192;6034452432;;Treibscheibenkranz W332C D640xb215 zxd;GE;SP4
8001346120;6034453432;;Treibscheibenkranz W332C D740xb215 zxd;GE;SP2
8001346193;6034454432;;Treibscheibenkranz W332C D800xb215 zxd;GE;SP4
8001346194;6034459430;;Treibscheibenkranz W332C D700xb215 zxd;GE;SP4
1910363531;6034901150;;Gummiplatte D390/d150;EU;SP5
8001346196;6034901960;;Seilschutzbuegel 390x200x5;EU;SP5
8001346197;6034902960;;Seilschutzbuegel 374x200x5;EU;SP5
8001346198;6034903550;;Ankerplatte W332C;EU;SP5
8001346199;6034904900;;Ankerschraube M20x110-10.9 Geomet 500;EU;SP5
8001346109;6034913950;;Gehäusedichtung W332B;GE;SP1
1910363536;6034914950;;Dichtung 300x120x2;GE;SP1
8001346203;6034917980;;Scheibe D120x18 3x17;EU;SP5
8001346207;6034936980;;Seilschutztraeger W322C;AE;SP6
1910363558;6035001420;;ZB Rolle D60;EU;SP5
1910363722;6035908920;;Bolzen D25x90;EU;SP5
1910363538;6036901950;;Gehäusedichtung 0,25 für ZW3;EU;SP5
1910363541;6036902950;;Dichtung fuer Halslager D170;EU;SP5
1910362906;6036903153;;Bremsbelag ZW3;AE;SP6
1910363544;6036903950;;Gehäusedichtung 0,1 für ZW3;EU;SP5
1910363545;6037902950;;Dichtung fuer Halslager D198;EU;SP5
1910363547;6037903950;;Dichtungsscheibe ZW4;EU;SP5
1910207394;6039002050;;ZB Lagerdeckel;EU;SP5
1910207395;6039002400;;ZB Bremsbacke MBO;AE;SP6
1910368634;6039011430;;ZB Bremsscheibe;EU;SP5
1910564002;6039012010;;ZB Maschine MBO;AE;SP6
1910209136;6039209500;;Distanzbuchse;EU;SP5
1910362907;6039212500;;Lagerbuchse W125 L65;EU;SP5
1910362908;6039213500;;Lagerbuchse W125 L75;EU;SP5
1910207398;6039417430;;Treibscheibe D270x120 7x6,5 S96;GE;SP2
1910369387;6039452430;;Treibscheibe W100 D320xb95;GE;SP2
1910368636;6039455430;;Treibscheibe W125 D410xb102;GE;SP2
1910369388;6039456430;;Treibscheibe W125 D410xb100;GE;SP2
1910369389;6039457430;;Treibscheibe W125 D525xb75;GE;SP2
1910207399;6039901510;;Distanzscheibe 80x10;EU;SP5
1910363735;6039901900;;Schraube M12x60;AE;SP6
1910363736;6039902900;;Halteschraube M8x20;EU;SP5
1910363737;6039903900;;Senkschraube AM12x50;AE;SP6
1910362909;6039904070;;Spritzring D68/d57;EU;SP5
1910363561;6039905950;;Dichtungsring 80x86x1;AE;SP6
1910362910;6039908070;;Oelstopfen;EU;SP5
1910363741;6039912920;;Bolzen D10x58;EU;SP5
1910207400;6039915950;;Radialdichtring 52x72x10;AE;SP6
1910363550;6039923980;;Scheibe D70x14 5x9;EU;SP5
1910364624;60410005012;;Reparaturset pro Türblatt für S4/D4;GE;SP1
1910363744;60410008848;;Bolzen fuer Seilrolle;EU;SP5
1910369390;60410009053;;Treibscheibe D80/ F5;GE;SP4
1910208158;60410009201;;ZB Umlenkung TSS72K links auf F9;AE;SP6
1910364232;60410009202;;ZB Tuerantrieb Umbau M2T/M2Z D4 auf F9;GE;SP2
1910209007;60410009205;60410009205_L;ZB Anbau Schwert M2T/M2Z Umbau D4 auf F9;GE;SP1
1910209008;60410009206;;ZB Anbau Schwert M2T R Umbau D4 auf F9;GE;SP2
1910208159;60410009207;;ZB Umlenkung TSS72K rechts auf F9;EU;SP5
1910209009;60410009215;60410009215_L;ZB Umbausatz M3TK/2 auf F9 Mod.;GE;SP1
1910364631;60410009223;;ZB Umlenkung M2TD4 auf F9 Mod.;GE;SP2
1910208160;60410009224;;ZB Zahnriemen HTDLL-5M-9;GE;SP1
1910364632;60410009231;;ZB Umlenkung M2ZD4 auf F9 Mod.;GE;SP2
1910363553;6041074181;;Türschliessfeder;AE;SP6
1910207401;6045001870;;ZB Leitung L3730;GE;SP1
1910209010;6045003020;6045003020_L;ZB Türantrieb F9 IP54 Umbausatz Links;GE;SP1
1910363566;6045003560;;ZB Stuetze R;GE;SP2
1910363567;6045004560;;ZB Stuetze L;GE;SP2
1910207402;6045201240;;Ring D17,5x8;AE;SP6
1910362912;6045201250;;Lager;GE;SP2
1910564101;6045201560;;Anschlag;AE;SP6
1910363555;6045414430;;Keilriemenscheibe 77x18x28;EU;SP5
1910363556;6045417430;;Keilrippenscheibe 32,5x14x28;EU;SP5
1910363557;6045418430;;Keilrippenscheibe 137,5x42x36;EU;SP5
1910207404;6045420430;;Keilrippenscheibe 72,5x18x32;EU;SP5
1910207405;6045904920;;Gewindebolzen M10x46;AE;SP6
1910207406;6045905920;;Gewindebolzen M10x55,5;GE;SP1
1910363760;6045906920;;Exzenterbolzen M10x66;GE;SP2
1910207407;6045907920;;Bolzen D10x38,5;AE;SP6
1910363761;6045910920;;Exzenterbolzen M10x84;EU;SP5
1910207408;6045931980;;Winkel;GE;SP1
1910208161;60500009204;;Einstellschraube Schleichfahrt 9 kpl.;GE;SP2
1910208162;60500009205;;"Flansch Senkventil 3/4"" mit Kolbensicher";GE;SP1
1910364234;60500009206;;"Rückschlagventil 1,5 "" kpl. Inkl. VF+4E";GE;SP2
1910364235;60500009207;;"Rückschlagventil 3/4 "" kpl. Inkl. VF+4E";GE;SP2
1910208163;60500009208;;Senkventilkolben kompensiert CX EV10 1,5;GE;SP2
1910208164;60500009209;;Senkventilkolben kompensiert CX EV10 3/4;GE;SP1
1910208165;60500009210;;"Steuerblock BLAIN 1,5""";EU;SP5
1910208166;60500009211;;"Steuerblock BLAIN 3/4""";EU;SP5
1910364236;60500009212;;Umlaufkolben kpl. 3/4;GE;SP2
1910208167;60500009213;;Umlaufkolben kpl. 3/4 TO5;GE;SP1
1910207409;6050015010;;ZB Handpumpe H11;GE;SP1
1910362913;6050046070;;Ölmessstab 590;EU;SP5
1910362914;6050099010;;ZB Handpumpe H12;GE;SP2
1910363575;6050902550;;Abdeckplatte LRV 175 72x13x2,5;EU;SP5
1910207410;6050903550;;Abdeckplatte LRV 350;EU;SP5
1910365804;6050903980;;Winkel 80x48x4x45;EU;SP5
1910364237;60510007256;;ZB Dichtung (Satz) FSBIV-2M;GE;SP2
1910207411;6051001900;;ZB Entlüftungsventil ATE M10x1;AE;SP6
1910362915;6051004900;;EV O Ring Set 3/4 und 1 1/2;GE;SP1
1910362916;6051065010;;ZB Rohrbruchsicherung R1;GE;SP2
1910362917;6051071010;;ZB Ventilblock LRV 175-1;GE;SP2
1910207412;6053001900;;ZB Leckölleitung Zubehör für 1KA;GE;SP2
1910207413;6053017550;;ZB Buchse KA63;GE;SP1
1910207414;6053018550;;ZB Buchse KA70 Nutring H:32,8;GE;SP1
1910207415;6053019550;;ZB Buchse KA80 Nutring H:32,8;GE;SP1
1910207416;6053020550;;ZB Buchse KA90 Nutring H:32,8;GE;SP1
1910207417;6053021550;;ZB Buchse KA100 NutringH:32,8;GE;SP1
1910207418;6053022550;;ZB Buchse KA110 NutringH:32,8;GE;SP1
1910207419;6053025500;;ZB Buchse 63 Höhe 50 mm;GE;SP1
1910207420;6053026500;;ZB Buchse 70;GE;SP1
1910207421;6053027500;;ZB Buchse 80 mit Nutringdichtung;GE;SP1
1910207422;6053028500;;ZB Buchse 90 Höhe 50 mm;GE;SP1
1910207423;6053029500;;ZB Buchse 100 Höhe 50 mm;GE;SP1
1910207424;6053030500;;ZB Buchse 110 Höhe 50 mm;GE;SP1
1910207425;6053074500;;ZB Buchse KA70 Teflon H:32,8;EU;SP5
1910207426;6053075500;;ZB Buchse KA80 Teflon H:32,8;GE;SP1
1910207427;6053076500;;ZB Buchse KA90 Teflon H:32,8;GE;SP1
1910207428;6053077500;;ZB Buchse KA100 Teflon H:32,8;GE;SP1
1910207429;6053078500;;ZB Buchse KA110 Teflon H:32,8;GE;SP1
1910207430;6053079500;;ZB Buchse 63 Höhe 75 mm;EU;SP5
1910364359;6053081500;;ZB Buchse 80 mit Teflondichtung;GE;SP1
1910207431;6053082500;;ZB Buchse 90 Höhe 75 mm;AE;SP6
1910207432;6053083500;;ZB Buchse 100 Höhe 75 mm;GE;SP1
1910207433;6053084500;;ZB Buchse 110 Höhe 75 mm;GE;SP1
1910362919;6053501270;;Kolbenfuehrung 63;GE;SP2
1910207434;6053502270;;Kolbenfuehrung 70;EU;SP5
1910362920;6053503270;;Kolbenfuehrung 80;GE;SP2
1910362921;6053504270;;Kolbenfuehrung 90;GE;SP2
1910362922;6053505270;;Kolbenfuehrung 100;GE;SP2
1910362923;6053506270;;Kolbenfuehrung 110;GE;SP2
1910207435;6053510510;;Stützring KA80;GE;SP1
1910362924;6053511500;;Fuehrungsbuchse KA60;GE;SP1
1910362925;6053511510;;Stützring KA100;GE;SP2
1910362926;6053512500;;Fuehrungsbuchse KA80;GE;SP2
1910363577;6053512510;;Stützring KA105;GE;SP2
1910207436;6053513500;;Fuehrungsbuchse KA100;GE;SP1
1910363578;6053513510;;Stützring KA120;GE;SP2
1910362927;6053514500;;Fuehrungsbuchse KA105;GE;SP2
1910362928;6053515500;;Fuehrungsbuchse KA120;GE;SP2
1910363579;6053515510;;Stützring KA140;GE;SP2
1910362929;6053516500;;Fuehrungsbuchse KA130;GE;SP2
1910363580;6053516510;;Stützring KA150;GE;SP2
1910362930;6053517500;;Fuehrungsbuchse KA140;GE;SP2
1910362931;6053518500;;Fuehrungsbuchse KA150;GE;SP2
1910362933;6053519500;;Fuehrungsbuchse KA170;GE;SP2
1910363581;6053901930;;Ring D63;GE;SP2
1910363584;6053905930;;Ring D100;GE;SP2
1910364238;60540009207;;Oelpuffer OB29;EU;SP5
1910363731;60540009238;;Oelmessstab SW8;GE;SP1
1910364240;60540009265;;ZB Oelpuffer MLB25;GE;SP1
1910364241;60540009266;;ZB Oelpuffer MLB32;GE;SP2
1910364242;60540009268;;ZB Oelpuffer MLB40;GE;SP2
1910364243;60540009269;;ZB Oelpuffer LSB16;GE;SP1
1910364244;60540009270;;ZB Oelpuffer MLB20;GE;SP1
1910364245;60540009273;;ZB Oelpuffer MLB25 Sonderfußplatte;GE;SP2
1910364246;60540009287;;ZB Adapter Puffer O1 O2 O3 zu Oleo;GE;SP1
1910207437;6060003140;;ZB Abluftplatte f.nachtr.Einbau in Aufz.;EU;SP5
1910362934;6060005140;;ZB Spiegel mit Traeger;EU;SP5
1910362935;6060009900;;ZB Halterung;GE;SP2
1910207438;6060023900;;ZB Handlauf Montageset;GE;SP1
1910362936;6060911510;;Steckhuelse Handlauf 30+40;GE;SP2
1910364247;60620010209;;ZB LED Zwillingsleuchte 1500mm;GE;SP2
1910207439;6062104590;;ROKA Riegel;GE;SP1
1910207440;6062105590;;Basquilschloss;GE;SP1
1910207441;6063926980;;Gewindeplatte M8 25x8x55;GE;SP1
1910208168;60700002897;;Lastmesseinrichtung LLEC6;GE;SP1
1910368638;60700009211;60700009211_L;ZB Seilschloss 8;GE;SP2
1910362937;6070914970;;Lasche 224x25x5;EU;SP5
1910364248;60710009231;;Gegenkeil Fangzange 115x32 geschmiedet;EU;SP5
8001442516;60720000976;;ZB Seilrolle D740x228 zxd;GE;SP4
1910363823;60720000980;;Achse D120x310;GE;SP2
1910563948;60720000981;;Achse D90x305 für Seilrolle;GE;SP2
8001360639;60720000982;;Seilrolle D640x210 zxd;EU;SP5
8001442507;60720000984;;ZB Seilrolle D640 zxd;GE;SP4
1910364642;60720001578;;ZB Zusatzteile D16 Seilaufhaengung GG;GE;SP1
1910363826;60720003603;;ZB Seilrolle D360x109;GE;SP1
1910363827;60720003604;;Achse D50 GTK;GE;SP1
1910363828;60720003903;;Achse D60 GTK;GE;SP1
1910363829;60720003904;;Achse D80 GTK;GE;SP1
1910563962;60720004884;;ZB Seilrolle D450 7x10-RA20 PA;GE;SP1
1910563961;60720004885;;ZB Seilrolle D450 7x10-RA18 PA;GE;SP1
1910208169;60720007798;;ZB Seilrolle D260 6x6.5-RA11 PA;GE;SP1
1910363830;60720007799;;ZB Seilrolle D260 - 6x6.5 - RA11;GE;SP1
1910208170;60720008380;;Gummielement Seilaufhaengung 6xM10;GE;SP1
1910208171;60720008541;;Achse D50 RTP;GE;SP1
1910363831;60720009212;;Achse f. Seilrolle Fangen GG NC71;EU;SP5
1910363832;60720009229;;ZB Seilrolle D150 10x6,0 RA 12;GE;SP1
1910363833;60720009234;;Achse D50 x 182;GE;SP1
1910363834;60720009240;;Achse D50 x 134;GE;SP1
1910363835;60720009255;;ZB Seilrolle D150 7x6,0 RA 12;GE;SP1
1910364251;60720009260;;Distanzrohr D13,5x1,5x20;GE;SP1
1910364645;60720009261;;Gummielement Seilaufh. Schlaffseil;GE;SP2
1910363838;60720009265;;ZB Seilrolle D150 12x6 RA 10;GE;SP1
8001442501;60720009332;;ZB Seilrolle D800x240 zxd;GE;SP2
1910363840;60720009341;;ZB Seilrolle D320 8x8-RA14 PA;GE;SP1
1910363841;60720009342;;ZB Seilrolle D400 8x10-RA18 PA;GE;SP1
1910364646;60720009350;;ZB Seilaufhaengung D8 Druckfeder 3925N;EU;SP5
1910364647;60720009353;;ZB Seilaufhaengung D8 Gummifeder 3925N;GE;SP2
1910364252;60720009354;;ZB Seilaufhaengung D10 Gummifeder 3925N;GE;SP1
1910364649;60720009355;;ZB Seilaufh. D10 Druckf. 3925N;GE;SP1
1910363845;60720009358;;ZB Seilrolle D450 7x11-RA18 PA;GE;SP2
1910363846;60720009359;;ZB Seilrolle D320 12x6-RA9,5 PA;GE;SP1
1910363847;60720009360;;ZB Seilrolle D320 6x6-RA9,5 PA;GE;SP1
1910364652;60720009422;;Umlenkrolle D240 7 Seile;GE;SP1
1910364653;60720009423;;Umlenkrolle D240 10 Seile;GE;SP1
1910364654;60720009433;;ZB Seilaufhaengung D6 DF 1470N PA;AE;SP6
1910363589;6072001900;;ZB Zusatzteile Seilaufhaeng. D8/10 3925N;GE;SP1
1910363590;6072003900;;ZB Zusatzteile Seilaufhaengung D11 6820N;GE;SP1
1910363591;6072003980;;ZB Seilaufhaengung D6,5 Gummifeder 1960N;GE;SP1
1910363592;6072004900;;ZB Zusatzteile Seilaufhaengung D13 3925N;EU;SP5
1910363593;6072005900;;ZB Zusatzteile Seilaufhng. D13/16 6820N;EU;SP5
1910207442;6072005980;;ZB Seilaufhaengung D8 12x380 2600N;GE;SP1
1910207443;6072006982;;ZB Seilaufhaengung D10 Gummifeder 2600N;GE;SP1
1910207444;6072007980;;ZB Seilaufhaengung D10 16x400 3925N;GE;SP1
1910363598;6072009982;;ZB Seilaufhaengung D13 Gummifeder 4415N;GE;SP1
1910363599;6072010980;;ZB Seilaufhaengung D13 Gummifeder 6570N;GE;SP1
1910209011;6072012982;6072012982_L;ZB Seilaufhaengung D16 Gummifeder 6570N;GE;SP1
1910363600;6072013982;6072013982_L;ZB Seilaufhaengung D6,5 Druckfeder 1470N;GE;SP2
1910207445;6072014980;;ZB Seilaufhaengung D8 Druckfeder 3925N;GE;SP1
1910207446;6072015980;;ZB Seilaufhaengung D10;GE;SP1
1910207447;6072017980;;ZB Seilaufhaengung D13 Druckfeder 3925N;GE;SP1
1910363601;6072018980;;ZB Seilaufhaengung D13 Druckfeder 6820N;GE;SP1
1910363607;6072020980;;ZB Seilaufhaengung D16 Druckfeder 6820N;GE;SP1
1910363608;6072021982;;ZB Seilaufhaengung D11 Druckfeder 6820N;GE;SP1
1910363609;6072029980;;ZB Seilaufhaengung D8 Gummifeder 3925N C;GE;SP1
1910209228;6072044420;;ZB Seilrolle D540 Breite 149mm;GE;SP3
1910363610;6072045980;;ZB Seilaufhaengung D10 Gummifeder 6570N;GE;SP1
1910362938;6072051980;;ZB Seilaufhaengung D8 Gummifeder 2600N;GE;SP1
1910363611;6072052980;;ZB Seilaufhaengung D8 Druckfeder 3925N C;GE;SP1
1910563944;6072054420;;ZB Seilrolle D360x129;GE;SP3
1910369391;6072055420;;ZB Seilrolle D450x149 7x10;GE;SP3
1910207448;6072056420;;ZB Seilrolle D360 7x8;GE;SP4
1910207449;6072057420;;ZB Seilrolle D450 7x10;GE;SP1
1910563945;6072058420;;ZB Seilrolle D450x158 8X10;GE;SP4
1910363869;6072059420;;ZB Seilrolle D540x189 hochbelastbar;GE;SP4
1910368645;6072060420;;ZB Seilrolle  D360x138 7x8;GE;SP4
1910369392;6072062420;;ZB Seilrolle D450x158 7x10 RA 20;GE;SP4
1910209229;6072065420;;ZB Seilrolle D540x149 7x13 RA20.5 RKL;GE;SP4
1910563963;6072066420;;ZB Seilrolle D540x189;GE;SP4
1910209230;6072067420;;ZB Seilrolle D400 4x10 RKL;GE;SP3
1910369393;6072068420;;ZB Seilrolle D450x 7x10 RA 18;GE;SP1
1910563964;6072069420;;ZB Seilrolle D540x149 7x8 RA18 RKL;GE;SP4
8001442508;6072071420;;ZB Seilrolle D360 zxd  RKL / ZRL;GE;SP4
8001442509;6072072420;;ZB Seilrolle D450 zxd  RKL / ZRL;GE;SP2
8001442510;6072073420;;ZB Seilrolle D540 ZxD RKL / ZRL;GE;SP4
1910363875;6072076420;;ZB Seilrolle D360 7x8-RA14 PA;AE;SP6
1910363876;6072312320;;Achse D70x220;AE;SP6
8001414711;6072330320;;Achse D40x186;GE;SP1
8001414712;6072331320;;Achse D60/70x220;AE;SP6
1910563946;6072332320;;Achse D80x260;EU;SP5
8001442637;6072334320;;Achse D50x190;AE;SP6
1910207450;6072335320;;Achse D60x216;GE;SP1
1910363879;6072337320;;Achse D50x132;GE;SP1
1910207451;6072344320;;Achse D90x305;EU;SP5
1910207452;6072347320;;Achse D80x225;GE;SP1
1910363880;6072349320;;Achse D80x202;AE;SP6
1910363881;6072350320;;Achse D50x240;AE;SP6
1910363882;6072351320;;Achse D60x240;AE;SP6
1910363883;6072352320;;Achse D80x245;EU;SP5
1910363884;6072353320;;Achse D50x166;EU;SP5
8001414713;6072420510;;Huelse 80x105x22,2;EU;SP5
8001414716;6072428500;;Buchse 40x65x34;GE;SP1
8001414717;6072429500;;Buchse 60x80x19;AE;SP6
8001360688;6072448420;;Seilrolle D400x80 4x10 RA18;EU;SP5
1910363889;6072904920;;Gewindebolzen M10x46 D12;EU;SP5
1910364253;60730000870;;Fuehrungsschuh komplett 170x120x45;GE;SP1
1910209270;60730002069;60730002069_L;ZB Stichmassrolle RT100;GE;SP1
1910364254;60730002076;;ZB Laufrolle RTK300;GE;SP1
1910368646;60730002078;;Hebel f.Rollenfuehrung RTK300-Fertigt.;AE;SP6
1910363892;60730002390;;Lagerbolzen D20x70;GE;SP1
1910364255;60730002714;;Lagerbock RTK 100;GE;SP1
1910048643;60730002940;60730002940_L;ZB Rollenfuehrung RTK 100;GE;SP1
1910208172;60730006876;;Fuehrungsschuheinlage P1000S;GE;SP1
1910208173;60730008497;;Führungsschuheinlage wartungsarm 9mm;GE;SP1
1910364257;60730008531;;ZB Fuehrungsschuh L60x9 wartungsarm;GE;SP2
1910208174;60730008701;;Fuehrungsschuheinlage wartungsarm 16mm;GE;SP1
1910364258;60730009203;;ZB Gehaeuse Fuehrungsschuh L105;EU;SP5
1910209012;60730009204;60730009204_L;ZB Fuehrungsschuh L105-16 wartungsarm;GE;SP1
1910363899;60730009205;;ZB Rollenfuehrung Wittur WRG150HD;GE;SP2
1910363900;60730009206;;ZB Rollenfuehrung Wittur WRG150;GE;SP2
1910363901;60730009208;;ZB Rollenfuehrung Wittur WRG80;EU;SP5
1910363902;60730009209;;ZB Rollenfuehrung Wittur WRG100;GE;SP2
1910363903;60730009210;;ZB Rollenfuehrung Wittur WRG125;GE;SP2
1910363904;60730009211;;ZB Rollenfuehrung Wittur WRG200-FK;GE;SP2
1910208175;60730009213;;Fuehrungsschuheinlage wartungsarm 5mm;GE;SP1
1910363905;60730009214;;ZB Rollenfuehrung ETN FK4;GE;SP1
1910368647;60730009220;60730009220_L;Führungsschuh GG NC91;GE;SP1
1910364259;60730009222;;ZB Fuehrungsschuh L105 Schiene 9 mm;GE;SP1
1910364260;60730009225;;ZB Fuehrungsschuh L217-16 wartungsarm;GE;SP2
1910364261;60730009233;;Fuehrungsschuheinlage FSF P 9K;GE;SP1
1910363910;60730009235;;ZB Rolle RTK 100;GE;SP1
1910208176;60730009236;;Fuehrungsschuheinlage wartungsarm 8mm;GE;SP1
1910208177;60730009237;;Fuehrungsschuheinlage wartungsarm 10mm;GE;SP1
1910208178;60730009238;;Fuehrungsschuheinlage wartungsarm 14mm;GE;SP1
1910208179;60730009242;;Fuehrungsschuheinlage wartungsarm 12mm;EU;SP5
1910208180;60730009244;;ZB Fuehrungsschuh L105 ohne Einlage;GE;SP1
1910364265;60730009248;;ZB Fuehrungsschuh L127 Schiene 16mm komp;GE;SP1
1910364650;60730009255;;ZB Rolle RTK 100 HD;AE;SP6
1910364651;60730009256;60730009256_L;ZB Stichmassrolle RTK 100 HD;GE;SP1
1910363918;60730009257;60730009257_L;ZB Fuehrungsrolle RTK 100 HD;GE;SP1
1910207453;6073001420;;ZB Gummirolle;AE;SP6
1910362941;6073002250;;ZB Lagerbock;GE;SP1
1910207454;6073004430;;ZB Laufrolle D130;AE;SP6
1910207455;6073006010;;ZB Rollenfuehrung RW100;GE;SP3
1910207456;6073006040;;ZB Gehaeuse Fuehrungsschuh L 217;GE;SP1
1910362942;6073007040;;ZB Gehaeuse Fuehrungsschuh L60;GE;SP1
1910362943;6073008010;6073008010_L;ZB Rollenfuehrung RT 180;GE;SP1
1910209271;6073008420;6073008420_L;ZB Fuehrungsrolle RT100;GE;SP1
1910207457;6073009420;;ZB Laufrolle R18;GE;SP1
1910362949;6073010420;;ZB Rolle D181xd144 Gummi aufvulkan;AE;SP6
1910207458;6073019420;;ZB Laufrollefür Typ NH21/31;GE;SP1
1910207459;6073020420;;ZB Laufrolle D115;GE;SP3
1910363606;6073020430;;ZB Rolle D101xd70x22;EU;SP5
1910207460;6073027010;;ZB Fuehrungsschuh L127 Schiene 16 mm;GE;SP1
1910209231;6073046010;6073046010_L;ZB Fuehrungsschuh unt. L150 Schiene 16mm;GE;SP3
1910209232;6073047010;6073047010_L;ZB Fuehrungsschuh oben L150 Schiene 16mm;GE;SP1
1910207462;6073059010;;ZB Führungsschuh GG A50B;GE;SP1
1910207463;6073060430;;ZB Stichmassrolle;GE;SP1
1910207464;6073063010;;ZB Fuehrungsschuh L127 Schiene 9mm;GE;SP1
1910207465;6073066010;;ZB Fuehrungsschuh L217 Schiene 16 mm;GE;SP1
1910207466;6073067010;;ZB Fuehrungsschuh L217 Schiene 9mm;GE;SP1
1910209233;6073068010;;ZB Fuehrungsschuh L180 Schiene 16mm;GE;SP1
1910207467;6073069010;;ZB Fuehrungsschuh L127 Schiene 5mm;GE;SP1
1910207468;6073073010;;ZB Fuehrungsschuh L60 Schiene 5mm;GE;SP1
1910363924;6073075010;;ZB Rollenfuehrung;GE;SP2
1910207469;6073078010;;ZB ACLA Rollenfuehrung AR0;GE;SP1
1910054498;6073202230;;Kugelgelenk;GE;SP1
1910054502;6073203240;;Fuehrungsschuheinlage 127x34 16mm;GE;SP1
1910207470;6073208240;;Fuehrungsschuheinlage 127x34 Ultram.A3K;GE;SP1
1910362951;6073208250;;Fuehrungsschuh HSM;GE;SP1
1910054500;6073212240;;Fuehrungsschuheinlage 127x34 9mm;GE;SP1
1910362958;6073213242;;Fuehrungsschuh L300 Schiene 28,6mm;GE;SP1
1910207472;6073216240;;Einlage FS16B;GE;SP1
1910207473;6073217240;;Einlage FS9B;GE;SP1
1910207474;6073218240;;Fuehrungsschuheinlage 127x34 Ultrami.A3K;GE;SP1
1910207475;6073220240;;Einlage 73x48x3,5;GE;SP1
1910207476;6073221240;;Einlage 73x48x7;GE;SP1
1910207477;6073222240;;Einlage FS16L;GE;SP1
