P1E Nummer;P89 Nummer;P89 Alternativ;Material Kurztext;Material Status;Disponent
1910368652;6073223240;;Fuehrungsschuh 170x120 GG25;GE;SP1
1910054499;6073224240;;Fuehrungsschuheinlage 127x34 5mm;GE;SP1
1910362977;6073226240;;Fuehrungselement 150x28;GE;SP1
1910207479;6073228240;;Einlage 73x48x9;GE;SP1
1910363930;6073305320;;Achse D20x57;GE;SP1
1910207480;6073902070;;Oelschale 19;AE;SP6
1910207481;6073903140;;Einlage 9,5;GE;SP1
1910362986;6073903550;;Deckplatte 63x41,5x50 DIN1541;AE;SP6
1910363062;6073906520;;Vulkan Fiber Scheibe;GE;SP1
1910363933;6073907520;;Gummiring D65x10 ca.70shore;GE;SP1
1910363934;6073908920;;Gewindebolzen M20x85;EU;SP5
1910363935;6073910980;;Zentrierring 68mm;GE;SP1
1910207483;6073911980;;Kardankugel 165x60x2,5;GE;SP1
1910207484;6073914140;;Einlage 7;GE;SP1
1910207485;6073915140;;Einlage U31x18x31x78 (10mm) Kunststoff;GE;SP1
1910207486;6073916140;;Einlage 13,5;GE;SP1
1910207487;6073917140;;Fuehrungselement alt;GE;SP1
1910207488;6073926140;;Einlage 190x60x12;GE;SP1
1910364266;60740009201;;ZB Schmierapparat Kunststoff 5 9 16;GE;SP1
1910364267;60740009202;;ZB Schmierapparat Kunststoff 28_6;GE;SP2
1910364270;60740009203;;Schienenoeler AK60;GE;SP1
1910364271;60740009208;;ZB Schienenoeler AK60 FK NC91 NC71;GE;SP2
1910209013;60740009209;60740009209_L;ZB Schienenoeler AK60 GG NC71;GE;SP3
1910209014;60740009210;60740009210_L;ZB Schienenoeler AK60 GG NC91;GE;SP1
1910364279;60740009213;;Schienenoeler AK5;GE;SP1
1910364281;60740009217;;ZB Schmierapparat Kunststoff 5-16mm;GE;SP1
1910209015;60740009219;60740009219_L;ZB Schienenoeler AK5 FK NC91/NC71;GE;SP1
1910207489;6074001900;;ZB Filzeinlage 8mm, 80mm;AE;SP6
1910207490;6074002900;;ZB Filzeinlage 80x80x8;AE;SP6
1910363063;6074004010;;ZB Schmierapparat;GE;SP1
1910207491;6074004900;;ZB Filzeinlage 16mm, 44mm;GE;SP1
1910207492;6074005900;;ZB Filzeinlage 8mm, 44mm;EU;SP5
1910207493;6074006900;;ZB Filzeinlage 12mm, 44mm;GE;SP1
1910207494;6074008900;;Filzeinlage mit Docht;EU;SP5
1910363064;6074009010;;ZB Schmierapparat AK10;GE;SP1
1910363066;6074011900;;Filzeinlage L 86x24x15;AE;SP6
1910363068;6074012900;;Filzeinlage R 86x24x15;AE;SP6
1910363090;6074104050;;Deckel fuer Schmierapparat;EU;SP5
1910368655;6074902090;;Saugdocht Filz 3x3x300;GE;SP1
1910368656;6074902980;6074902980_L;Adapterblech 230x120x3;GE;SP2
1910207495;6074908150;;Filzeinlage 86x36x10;EU;SP5
1910363091;6074909150;;Filzeinlage 86x20x10;GE;SP1
1910207496;6074910150;;Filzeinlage 86x24x13,5;AE;SP6
1910207497;6074912150;;Filzeinlage 86x36x15;EU;SP5
1910364282;60750004966;;ZB Gleitfuehrung f.Unterkette;EU;SP5
1910364283;60750009782;;ZB Daempfer D50 B70;;SP6
1910368426;6075001920;;ZB Federbolzen M8x45;EU;SP5
1910563985;6075002370;;ZB Daempfer D70;AE;SP6
1910363092;6075003970;;ZB Zugstange;AE;SP6
1910368657;6075007020;6075007020_L;Fangwellenschalter + Anbau 6071/0-2;GE;SP2
1910363095;6075012400;;ZB Fanghebel;EU;SP5
1910363097;6075013400;;ZB Fanghebel D20;AE;SP6
1910368427;6075014400;;ZB Verbindungshebel;GE;SP2
1910363101;6075028400;;ZB Ausloesehebel fuer Fangrahmen;GE;SP1
1910363963;6075301320;;Achse D20x85;GE;SP1
1910363964;6075303320;;Achse D42x150;GE;SP1
1910363103;6075411400;;Winkelhebel 168x120x5;GE;SP1
1910363109;6075498731;;Zangenlager;GE;SP2
1910363967;6075901940;;Zugfeder mit Oese und Spannschraube;AE;SP6
1910363110;6075903160;;Schaltring fuer Fangwelle 34xD20x15;EU;SP5
1910363968;6075913920;;Stellbolzen 39xD10xM8;EU;SP5
1910363969;6075914920;;Stellbolzen 41xD12xM12;EU;SP5
1910363970;6075918920;;Stellbolzen d16/10h11x34;EU;SP5
1910363971;6075919920;;Gewindebolzen M16x86;EU;SP5
1910207498;6079102520;;Passblech 300x28x0,075;GE;SP1
1910207499;6079103520;;Passblech UR2;AE;SP6
1910363972;6079903920;;Gewindebolzen M12x36;EU;SP5
1910364284;60800003717;;Türdämpfer;GE;SP1
1910564003;6080020010;;ZB Fallenschloss;AE;SP6
1910364347;6080021010;;ZB Fallenschloss für S1D-Tür;EU;SP5
1910363114;6080022010;;ZB Fallenschloss;EU;SP5
1910363115;6080031010;;ZB Riegelschloss L;EU;SP5
1910363116;6080102050;;Rosette D45;EU;SP5
1910363118;6080401500;;Buchse 18x26x17 für Türdrehpunkt;GE;SP1
1910207503;6080901580;;Drahtspiegelglas 5,6-7;EU;SP5
1910207504;6080902580;;Drahtspiegelglas 55-8;EU;SP5
1910363120;6080904580;;Drahtspiegelglas;GE;SP2
1910207505;6080905580;;Drahtspiegelglas 650x150;EU;SP5
1910363123;6081200500;;Buchse 14x16x28,5;GE;SP1
1910564103;6081303920;;Einhaengebolzen;AE;SP6
1910363135;6081900550;;Druckplaettchen;GE;SP1
1910207506;6081919580;;Drahtspiegelglas 20 L GB;EU;SP5
1910207507;6082020592;;ZB Verriegelungsstange;EU;SP5
1910363136;6085001220;;ZB Lagerzapfen III;GE;SP2
1910363137;6085901590;;Sperrstange unten 1050x10;GE;SP2
1910207508;6085902240;;Riegelfuehrung 115x20x2,5;GE;SP2
1910209235;6085902590;;Sperrstange oben 840xD10;GE;SP2
1910209236;6085902980;;Gegenhalter III;GE;SP3
1910368659;6085906980;;Befestigungswinkel 69x8x1,5;AE;SP6
1910363138;6089001010;;ZB Oeldaempfer D2;GE;SP1
1910363633;6089001070;;ZB Aufsatz;GE;SP1
1910363139;6089001900;;ZB Daempferoel O2;GE;SP1
1910363989;6089901900;;Regulierschraube;GE;SP1
1910208183;60900000731;;Anschlagpuffer 15x13 M6x27 K8;GE;SP1
1910364662;60900001010;;ZB Seilhalter S8 M2Z M4TZ;AE;SP6
1910363991;60900001160;;ZB Einholvorrichtung fuer Klappschuerze;EU;SP5
1910364657;60900001161;;ZB Klappschuerze TB 800 bis TB 1100;EU;SP5
1910364663;60900001163;;Wippe fuer Klappschuerze;EU;SP5
1910364664;60900001170;;Ankerplatte fuer Klappschuerze;EU;SP5
1910364666;60900001171;;Magnethalteblech fuer Klappschuerze;GE;SP1
1910364667;60900001172;;Gewebeschuerze fuer Klappschuerze;GE;SP2
1910364668;60900001173;;Klemmenleiste f. Klappschuerze 900x12x3;GE;SP2
1910364669;60900001243;;Versteifung Klappschuerze;GE;SP2
1910209263;60900001291_L;;ZB Hakenriegel L S8 IP54 Ex;GE;SP1
1910364670;60900001292;;Verriegelungsstueck L S8 IP54;GE;SP2
1910364665;60900001293;;Schaltfahne L S8 IP54;GE;SP1
1910364672;60900001294;;Abdeckung L S8 IP54;GE;SP2
1910208184;60900001334;;ZB Hakenriegel R S8 IP54 S8/K8 Ex;GE;SP1
1910364285;60900001436;;Lichtgitter Pana40 Plus 3D Send.+Empf.;GE;SP1
1910364286;60900001437;;Lichtgitter Pana 194 Plus Send.+Empf.;AE;SP6
1910364678;60900001809;;ZB Seilhalter M2Z+M4TZ gr.TB S8 IP54 Ex;EU;SP5
1910364681;60900001969;;ZB Magnetanbau fuer Klappschuerze;GE;SP2
1910364685;60900001970;;ZB Schalteranbau fuer Klappschuerze;EU;SP5
1910364007;60900002261;;ZB Gegenrolle Schwert;GE;SP1
1910208185;60900002398;;Notfuehrung Gegenfuehrung S8/K8;GE;SP1
1910364287;60900002455;;Gleitstueck Gegenfuehrung S8/K8;GE;SP1
1910364009;60900002537;;Schalterbefestigung M2TK8 IP54;GE;SP1
1910364288;60900002852;;Winkel S8 Schachtwand;GE;SP1
1910364673;60900002853;;Winkel S8 Schwelle;AE;SP6
1910364289;60900002878;;ZB Führung Glastürblatt SA 41,31;GE;SP1
1910364687;60900003163;;ZB Befestigungsteile fuer Zargensatz;GE;SP1
1910364290;60900003875;;ZB Führung für Türblatt   (leicht);GE;SP1
1910364693;60900004133;;Kurvenblech Edelstahl S8;GE;SP2
1910364682;60900004140;;ZB Notentriegelung S8 SA101;AE;SP6
1910209178;60900005080;;ZB Laufrolle S12 D40;GE;SP1
1910364291;60900005616;;Gleitstueck Gegenfuehrung M2Z M2T S12;GE;SP1
1910364696;60900005627;;ZB Wagen schnell M2Z M2T S12;EU;SP5
1910364293;60900005672;;ZB Hakenriegel L S12;GE;SP1
1910364688;60900005704;;ZB Türblatt L TB900 TH2000 S12K12 vz LA;EU;SP5
1910364294;60900005714;;Bruecke fuer Schalter AZ 061K T 18;GE;SP1
1910208187;60900005715;;Schalter AZ 061K T 18;GE;SP1
1910364689;60900005743;;ZB Türblatt R TB900 TH2000 S12K12 vz LA;EU;SP5
1910364690;60900005797;;ZB Türblatt R TB900 TH2000 S12K12 edel;EU;SP5
1910364691;60900005798;;ZB Türblatt L TB800 TH2000 S12K12 edel;EU;SP5
1910364692;60900005799;;ZB Türblatt R TB800 TH2000 S12K12 edel;EU;SP5
1910364028;60900006000;;Schild Entriegelung Schachttür EN81-72;GE;SP1
1910208188;60900006001;;Gummipuffer transparent selbstklebend S;GE;SP1
1910208189;60900006129;;ZB Notentriegelung L M2Z M2T S12;GE;SP1
1910208190;60900006130;;ZB Notentriegelung R M2Z M2T S12;GE;SP1
1910564104;60900006159;;Gewindeplatte 50x12x3 M4;AE;SP6
1910364296;60900006840;;ZB Führung Türblatt S12 K12 einschalig;GE;SP1
1910364032;60900007138;;ZB Spreizschwert L Umbau Haushahn TSS72S;GE;SP1
1910364694;60900007139;;ZB Spreizschwert R Umbau Haushahn TSS72S;GE;SP2
1910364710;60900007613;;ZB Verriegelung Ex L;GE;SP2
1910364298;60900007614;;ZB Verriegelung Ex R;GE;SP2
1910364697;60900007914;;ZB Spreizschwert R kurz fuer K12;GE;SP1
1910364698;60900007915;;ZB Spreizschwert L kurz fuer K12;GE;SP1
1910208191;60900008024;;Gegenrolle fuer Spreizschwert K12;AE;SP6
1910364723;60900008033;;Verriegelungsstueck f. K12 Verriegelung;EU;SP5
1910364300;60900008034;;Sicherungsblech f. Verriegelungsst. K12;GE;SP2
1910364701;60900008035;;Brueckenhalter f. Spreizschwert K12;GE;SP2
1910364301;60900008037;;ZB Befestigungswinkel L fuer Schwert K12;GE;SP2
1910208193;60900008103;;ZB Verriegelung IP20 L;GE;SP1
1910208194;60900008104;;ZB Verriegelung IP20 R;GE;SP1
1910364728;60900008179;;ZB Befestigungswinkel R fuer Schwert K12;EU;SP5
1910364302;60900008259;;ZB Tuerblatt TB900 TH2000 K12 S12 edel;GE;SP2
1910208195;60900008266;;Lasche f. Spreizschwert K12;AE;SP6
1910364707;60900008428;;ZB Gegenrolle Wagen schnell S12 K12;GE;SP1
1910368660;60900008761;;Edelstahlprofil zwischen Zargen;EU;SP5
1910364708;60900008804;;ZB Seil fuer Schliessgewicht K12;GE;SP2
1910364303;60900008843;;ZB Führung für Türblatt S8 SA100;GE;SP1
1910364305;60900008926;;ZB Hakenriegel R S8 mit Gewicht;EU;SP5
1910364730;60900008984;;Blechschwenkarm TB 1000 bis 1100;EU;SP5
1910208196;60900009204;;ZB Rolle D26 fuer FK-Tuerverriegelung;GE;SP1
1910364306;60900009262;;ZB Dreikantsteckschluessel M5 535 lang;GE;SP1
1910364307;60900009340;;ZB Führung für Türblatt S12;GE;SP1
1910208197;60900009362;;BT Blech Schachtgrube fuer Abstand 150mm;GE;SP1
1910364040;60900009388;;ZB Spreizschwert L Umbau mit M2TS4;GE;SP1
1910364041;60900009389;;ZB Spreizschwert R Umbau mit M2TS4;GE;SP1
1910364308;60900009405;;ZB Führung für Türblatt S8 K8 A;GE;SP1
1910208198;60900009435;;ZB Fuehrungsprofil Glas SA18 DB;GE;SP1
1910364309;60900009473;;ZB Tuerblatt einschalig S8 A L;GE;SP2
1910364310;60900009474;;ZB Tuerblatt einschalig S8 A R;GE;SP2
1910364043;60900009475;;Bolzen fuer Gegenrolle S8/K8 A;GE;SP1
1910364044;60900009477;;Gewindebolzen Gegenfuehrung S8/K8 A;GE;SP1
1910364311;60900009491;;ZB Tuerblatt schnell L K8 A;GE;SP2
1910364312;60900009492;;ZB Tuerblatt langsam L K8 A;GE;SP2
1910364314;60900009494;;ZB Tuerblatt schnell R K8 A;GE;SP2
1910364316;60900009495;;ZB Tuerblatt langsam R K8 A;GE;SP2
1910364731;60900009500;;ZB Seilhalter M2Z M4TZ S8 A;GE;SP2
1910364732;60900009501;;Schuerze fuer Schwelle S8 A;GE;SP2
1910368661;60900009525;;ZB Tuerblattsatz S8A;EU;SP5
1910364317;60900009529;;ZB Tuerblattsatz K8 A;EU;SP5
1910364319;60900009622;;ZB Hakenriegel L S8 A IP54/EX;GE;SP3
1910364321;60900009623;;ZB Hakenriegel R S8 A IP54/EX;GE;SP2
1910364734;60900009689;;ZB Fuehrung L S8 A/K8 A SA18;GE;SP1
1910364322;60900009727;;ZB Tuerblatt langsam L M2TK8A Labyrinth;EU;SP5
1910364740;60900009776;;ZB Fuehrung R S8 A/K8 A SA18;GE;SP1
1910364053;60900009847;;ZB Schwellenbefestigung mit Duebel;GE;SP2
1910364054;60900009849;;ZB Schwellenbefestigung mit Lasche;GE;SP2
1910364055;60900009853;;ZB Befestigungsteile Tuerblattsatz;AE;SP6
1910364056;60900009854;;ZB Befestigungsteile Zarge;GE;SP1
1910364057;60900009861;;ZB Leitung Erdung Gehaenge K8 A;GE;SP1
1910364323;60900009978;;Winkel S8 Schachtwand gross;EU;SP5
1910364059;60900009980;;ZB Befestigungsteile Zarge SA101-106-109;EU;SP5
1910364060;60900010032;;ZB Bef.teile Gehaenge K8A isoliert;EU;SP5
1910364324;60900010096;;ZB Verriegelung R kontaktlos;GE;SP2
1910369049;60900010097;;ZB Verriegelung L kontaktlos;GE;SP2
1910369119;60900010098;;ZB Verriegelung L kontaktlos M2ZK8A;GE;SP2
1910364063;60900010289;;ZB Entriegelungsstange mit Befestigung;GE;SP1
1910364064;60900010318;;Satz Entriegelungsstangen;GE;SP1
1910364744;60900010344;;Türmitnehmer 2-2;GE;SP1
1910364329;60900010355;;ZB Einbau-Gong G03 24 Volt;EU;SP5
1910209237;6090001430;;ZB Laufrolle;AE;SP6
1910047520;6090002250;;ZB Flanschlager fuer Gehaenge K8;GE;SP1
1910368428;6090002430;;ZB Nabenkoerper fuer Laufrolle;AE;SP6
1910364068;6090003240;;ZB Führung für Türblattsatz K1/S1;GE;SP1
1910207509;6090003250;;ZB Umlenkung fuer Gehaenge K8;GE;SP1
1910207510;6090003700;;ZB Hubmagnet 40V fuer Gehaenge K7;GE;SP1
1910209140;6090004700;;ZB Hubmagnet 180V fuer Gehaenge K7;GE;SP1
1910363143;6090005240;;ZB Führungsstück für Türblatt;GE;SP1
1910364070;6090005590;;ZB Spreizschwert L 617;EU;SP5
1910363636;6090006120;;ZB Schliessgewicht S4;GE;SP2
1910047223;6090006240;;ZB Fuehrung fuer Tuerblatt;GE;SP1
1910207511;6090006420;;ZB Seilrolle D84 2x3,2 für M3TK;GE;SP1
1910363144;6090007240;;ZB Führung für Türblattsatz K5/K7;GE;SP1
1910363637;6090008240;;ZB Fuehrung fuer Gehaenge M2ZK5;GE;SP1
1910363638;6090008420;;ZB Laufrolle D40;GE;SP1
1910209238;6090009010;;ZB Hakenriegel L S1;AE;SP6
1910363639;6090009240;;ZB Fuehrung fuer Gehaenge K5;GE;SP1
1910207512;6090009420;;ZB LaufrolleD=40 Lf D=50 m.Sr.;GE;SP1
1910207513;6090009560;;ZB Mitnehmer L fuer Gehaenge S5/S7;GE;SP1
1910209239;6090010010;;ZB Hakenriegel R S1;AE;SP6
1910207514;6090010420;;Laufrolle D40;EU;SP5
1910047584;6090010430;;ZB Laufrolle D60 ohne Seilrille;GE;SP1
1910368662;6090010560;;ZB Mitnehmer R fuer Gehaenge M2TS7;GE;SP1
1910564004;6090010660;;Steuergerät Fahrkorbtür M2TD4/M2ZD4;AE;SP6
1910363145;6090011400;;ZB Riegelhebel fuer Hakenriegel S1;EU;SP5
1910047585;6090011430;;ZB Laufrolle D60 mit Seilrille;GE;SP1
1910207516;6090011560;;ZB Mitnehmer fuer Gehaenge S4;GE;SP1
1910363149;6090012240;;ZB Führung für Türblatt K8/S8;GE;SP1
1910207517;6090012420;;ZB Laufrolle D60 Flachrille;GE;SP1
1910364077;6090012430;;ZB Zahnriemenscheibe;GE;SP1
1910364078;6090013160;;ZB Magnetspreizschwert L;GE;SP2
1910207518;6090013420;;ZB Seilrolle D65 1x3,2 DIN ISO 2768-1;GE;SP1
1910364080;6090013550;;ZB Rollenplatte 360 TB700 D4/S4;GE;SP2
1910207519;6090013590;;ZB Riegel L M2TS2;GE;SP1
1910047221;6090014420;;ZB Laufrolle 90 Grad für M3TK;GE;SP1
1910207522;6090014590;;ZB Riegel R M2TS2;GE;SP3
1910207523;6090015420;;ZBLaufrolleS7/K7 D70 LF60 m.Sr;GE;SP1
1910364081;6090015590;;ZB Verriegelungsstueck L Hakenriegel S1;GE;SP1
1910207524;6090016160;;ZB Magnetspreizschwert L Gehaenge K1/K7;GE;SP1
1910363150;6090016240;;ZB Fuehrungsstueck L;EU;SP5
1910207525;6090016400;;ZB Hebelam Spreizschwert;GE;SP1
1910364083;6090016590;;ZB Verriegelungsstueck R Hakenriegel S1;EU;SP5
1910209240;6090016900;;ZB Abstreifer für Türblattaufhängung;GE;SP1
1910207526;6090017160;;ZB Magnetspreizschwert R Gehaenge K1/K7;GE;SP1
1910207527;6090017420;;ZBLaufrolleS7/K7 D70 LF60 o.Sr;GE;SP1
1910564105;6090017560;;ZB Mitnehmer fuer Gehaenge S4;AE;SP6
1910207528;6090017590;;ZB Riegel L fuer Gehaenge S4;GE;SP1
1910207529;6090018240;;ZB Fuehrung;GE;SP1
1910207530;6090018420;;ZB Seilrolle D80 1x3,2;GE;SP1
1910207531;6090018590;;ZB Riegel R fuer Gehaenge M2TS4;GE;SP1
1910364084;6090018900;;ZB Bürste für Türblattsatz S1/K1;GE;SP1
1910209242;6090020010;;ZB Hakenriegel R 2-teilig M2TS7;GE;SP1
1910363153;6090020420;;ZB Seilrolle D65 1x3,2;GE;SP1
1910209243;6090021010;;ZB Hakenriegel L 2-teilig S5/S7;GE;SP1
1910363642;6090021240;;ZB Fuehrung R SA 18;GE;SP2
1910207532;6090021420;;ZB Laufr.D60Met., LF:Acla. 96;GE;SP1
1910564005;6090022012;;ZB Hakenriegel L S1;AE;SP6
1910363643;6090022240;;ZB Fuehrung L SA 18;GE;SP2
1910207533;6090022420;;ZB Laufr. S5/K5 D70 LF60;GE;SP1
1910207534;6090022590;;ZB Schwert L;GE;SP1
1910564006;6090023012;;ZB Hakenriegel R S1;AE;SP6
1910363644;6090023240;;ZB Fuehrung SA18 S8A K8A M2T M4TZ;AE;SP6
1910207535;6090023420;;ZB Laufrolle  S5/K5 m. Sr.;GE;SP1
1910364088;6090023590;;ZB Schwert R;GE;SP1
1910363155;6090025010;;ZB Hakenriegel L S7;GE;SP2
1910363156;6090026010;;ZB Hakenriegel R M2TS7;GE;SP1
1910210244;6090026420;;ZB Laufrolle S8/K8;GE;SP1
1910207536;6090027420;;ZB Seilrolle D53 1x3,2;GE;SP1
1910364090;6090028420;;ZB Seilrolle SET D65;GE;SP1
1910364091;6090029010;;ZB TMS Umbausatz 220V L;EU;SP5
1910356638;6090029420;;ZB Mitnehmerrolle fuer Hakenriegel S8;GE;SP1
1910364092;6090029550;;ZB Rollenplatte 200 schnell L S8/K8;AE;SP6
1910364093;6090030550;;ZB Rollenplatte 200 schnell R S8/K8;EU;SP5
1910364094;6090031550;;ZB Rollenplatte 300 schnell L S8/K8;EU;SP5
1910364095;6090034550;;ZB Rollenplatte 350 schnell S8/K8;AE;SP6
1910363157;6090035280;;ZB Lichtgitteranbau Glas K8 K9;EU;SP5
1910364096;6090035550;;ZB Rollenplatte 400 schnell S8/K8;GE;SP1
1910364097;6090036550;;ZB Rollenplatte 450 schnell S8/K8;AE;SP6
1910364098;6090037550;;ZB Rollenplatte 500 schnell S8/K8;AE;SP6
1910363663;6090037980;;ZB Seilklemme;GE;SP1
1910364100;6090038550;;ZB Rollenplatte 550 schnell S8/K8;GE;SP1
1910356509;6090039010;;ZB Hakenriegel L S8;GE;SP1
1910364101;6090039550;;ZB Rollenplatte 600 schnell S8/K8;GE;SP1
1910356438;6090040010;;ZB Hakenriegel R M2TS8;GE;SP1
1910363160;6090040160;;ZB Spreizschwert L fuer Gehaenge K5;GE;SP1
1910364102;6090040550;;ZB Rollenplatte 650 schnell S8/K8;AE;SP6
1910363649;6090041160;;ZB Spreizschwert R fuer Gehaenge M2TK5;GE;SP1
1910364104;6090041550;;ZB Rollenplatte 700 schnell S8/K8;AE;SP6
1910364105;6090042550;;ZB Rollenplatte 250 schnell L S8/K8;EU;SP5
1910364106;6090043550;;ZB Rollenplatte 250 schnell R S8/K8;AE;SP6
1910207539;6090044160;;ZB Notentriegelung S8;GE;SP1
1910364108;6090044550;;ZB Rollenplatte 300 langsam L S8/K8;EU;SP5
1910363650;6090045160;;ZB Zentralseil M2Z/M4TZ K8/S8;EU;SP5
1910364110;6090045550;;ZB Rollenplatte 350 langsam S8/K8;EU;SP5
1910364111;6090046550;;ZB Rollenplatte 400 langsam S8/K8;EU;SP5
1910364112;6090047550;;ZB Rollenplatte 450 langsam S8/K8;AE;SP6
1910363161;6090048010;;ZB Dreikantsteckschluessel M5 135 lang;GE;SP1
1910363162;6090048132;;ZB Tuerblatt S1/K1;EU;SP5
1910364115;6090048550;;ZB Rollenplatte 500 langsam S8/K8;EU;SP5
1910207540;6090049010;;ZB Verrieg. IP54 L  SA27 lieg.;AE;SP6
1910363163;6090049132;;ZB Tuerblatt L S1;EU;SP5
1910363164;6090050010;;ZB Verriegelung IP54 R Schalter-Vertikal;GE;SP1
1910363165;6090050132;;ZB Tuerblatt R S1;EU;SP5
1910364118;6090050550;;ZB Rollenplatte 600 langsam S8/K8;EU;SP5
1910207541;6090051010;;ZB Verriegelung IP54 R;GE;SP1
1910363655;6090051160;;ZB Spreizschw.L M2ZK8 / M4TZK8;GE;SP1
1910207542;6090052010;;ZB Verrieg. IP54 L  SA27 steh.;GE;SP1
1910364121;6090052160;;ZB Spreizschwert R (L542mm);AE;SP6
1910364122;6090053550;;ZB Rollenplatte 200 langsam L S8/K8;GE;SP1
1910364123;6090058550;;ZB Rollenplatte 300 schnell R S8/K8;EU;SP5
1910364124;6090059550;;ZB Rollenplatte 300 langsam R S8/K8;EU;SP5
1910364125;6090061160;6090061160_L;ZB Spreizschwert L kurz Glastüren;GE;SP1
1910368106;6090062160;6090062160_L;ZB Spreizschwert R kurz Glastüren;GE;SP1
1910363166;6090071132;;ZB Tuerblatt R K1;EU;SP5
1910363167;6090072132;;ZB Tuerblatt L K1;EU;SP5
1910207543;6090077130;;ZB Türblatt L TB=800mm;GE;SP1
1910207545;6090079130;;ZB Türblatt L TB=900mm;GE;SP2
1910207546;6090080130;;ZBTürb.Rlaby.TB=900;AE;SP6
1910363668;6090082980;;ZB Seilhalter fuer Gehaenge K8;GE;SP1
1910363669;6090096980;;ZB Seilschutzblech;EU;SP5
1910207547;6090098130;;ZBTürbl.TB900,TH2000 Labyr. Gr;GE;SP2
1910363168;6090108990;;Winkel Lichtgitter L oben;GE;SP2
1910364135;6090112180;;Buegel fuer Notentriegelung S4;AE;SP6
1910363169;6090114990;;Winkel  Lichtgitter R oben;GE;SP2
1910207548;6090115940;;Flachfeder 156,8x20;AE;SP6
1910364136;6090117940;;Feder R 195x40 Sandvik 12R10;AE;SP6
1910363170;6090118990;;Einstellteil fuer Tuerblatt S8/K8;GE;SP1
1910363676;6090120550;;Gewindeplatte fuer Gehaenge S7/K7;EU;SP5
1910363677;6090122180;;Buegel fuer Gehaenge K5;GE;SP1
1910363171;6090125550;;Gewindeplatte 92 für Türe;EU;SP5
1910363679;6090127550;;Konsole fuer Tuerantrieb;GE;SP1
1910364142;6090140980;;Winkel 27x12x3x38;AE;SP6
1910363671;6090146130;;Schuerze fuer Schwelle S8 QRL500-1500;GE;SP2
1910363680;6090147130;;Schuerze fuer Schwelle S8 QRL280;GE;SP2
1910363682;6090154130;;Schuerze fuer Schwelle K8/K9 QRL<=500;GE;SP2
1910363673;6090157130;;Abdeckblech fuer Schalter Hakenriegel S8;AE;SP6
1910363172;6090161980;;Halter fuer Gehaenge S7;GE;SP2
1910207549;6090164140;;Abdeckung fuer Verriegelungsstueck S4;GE;SP1
1910363173;6090176980;;Winkel fuer Gehaenge S8 305,4x100x8;EU;SP5
1910363174;6090177980;;Winkel fuer Gehaenge S8 360,4x100x8;EU;SP5
1910363688;6090179980;;Brueckentraeger L fuer Gehaenge K8;GE;SP1
1910363689;6090180980;;Brueckentraeger R fuer Gehaenge M2TK8;GE;SP1
1910363175;6090182980;;Winkel fuer Tuerantrieb;EU;SP5
1910363681;6090184980;;Lasche fuer Spreizschwert;AE;SP6
1910363176;6090193980;;Seilhalter fuer Gehaenge M2Z/M4TZK8 A;EU;SP5
1910364154;6090201240;;Führungsstück   93 SHORE;GE;SP1
1910363177;6090202510;;Lagerhuelse 12,2x25x22,8;GE;SP1
1910363179;6090203500;;Buchse mit Bund D8xd6,5x17;GE;SP1
1910363180;6090203510;;Lagerhuelse 12,2x25x39,8;EU;SP5
1910363181;6090206500;;Buchse 10,5x20x7;AE;SP6
1910363182;6090206510;;Buchse 13x30x22,5;GE;SP1
1910207550;6090207500;;Buchse 10x16x5,5;GE;SP1
1910363687;6090208240;;Fuehrungsstange Anlaufunterstuetzung D4;EU;SP5
1910363183;6090209240;;Gleitstueck 80x22x20;GE;SP1
1910363185;6090210240;;Führungseinsatz für Türblatt;GE;SP1
1910207551;6090401500;;Buchse 20,2x36x27,8;GE;SP1
1910207552;6090403500;;Buchse mit Bund D22,5xd15,2x14,5;GE;SP1
1910207553;6090404420;;Mitnehmerrolle D40/d27/d22x32;GE;SP1
1910363704;6090405410;;Kurve fuer Gehaenge K5;GE;SP2
1910363186;6090405420;;Mitnehmerrolle D40/d27/d22x17;GE;SP1
1910363691;6090406420;;Gegenrolle fuer Spreizschwert;AE;SP6
1910363187;6090407500;;Buchse 12x28x15,5;AE;SP6
1910207555;6090408430;;Zahnriemenscheibe D120mm;AE;SP6
1910364165;6090408920;;Lagerbolzen 32xM10xD10;AE;SP6
1910048524;6090409420;;Rolle D30xd15,2x21;GE;SP1
1910364166;6090410420;;Rolle 10xd5,1;AE;SP6
1910363693;6090410430;;Keilriemenscheibe 105,6x25x20;EU;SP5
1910364168;6090410920;;Nietbolzen D10/15x29,6;GE;SP1
1910364169;6090411430;;Zahnriemenscheibe fuer Gehaenge K5/K7;GE;SP1
1910363694;6090412430;;Keilrippenscheibe EX 102,5x25x20;AE;SP6
1910207557;6090414430;;Keilrippenscheibe IP54 177,5x25x20;GE;SP1
1910363696;6090415430;;Keilrippenscheibe IP54 153,5x25x20;GE;SP1
1910363697;6090418430;;Zahnriemenscheibe fuer Gehaenge K8;EU;SP5
1910363707;6090428400;;Hebel fuer Schwert;GE;SP1
1910364173;6090454920;;Lagerbolzen M10/D10;GE;SP2
1910364174;6090466920;;Bolzen fuer Verriegelung K8;EU;SP5
1910364175;6090469920;;Bolzen 33,5xRD10;EU;SP5
1910363710;6090901140;;Isolationsgummi h28;EU;SP5
